ID;label;clause
1;Pago;“Entrega del adelanto directo, en caso este haya sido solicitado por el contratista, en las condiciones y oportunidad establecida en el artículo 179.”
1;Pago;“Las solicitudes de estos adelantos proceden una vez iniciado el plazo de ejecución de la obra... Es responsabilidad del supervisor verificar la oportunidad y el contenido técnico de la solicitud de los adelantos...”
1;Pago;“Las valorizaciones se realizan mensualmente y son consideradas pagos a cuenta. Las bases pueden establecer periodos distintos de valorización, en cuyo caso se debe contemplar el procedimiento correspondiente para su pago.”
1;Pago;“En el caso consultorías de obra para la supervisión de obra, previo al pago de su valorización, la entidad verifica que haya presentado su informe respecto a la valorización de la obra.”
1;Pago;“Comprende las actividades dirigidas a verificar que los pagos efectuados a EL CONTRATISTA por concepto de ejecución de las partidas de construcción en las obras y eventos compensables en las obras sujetas a supervisión se ajusten a las disposiciones del Contrato de Ejecución de Obra.”
1;Pago;“Revisar, tramitar y recomendar para aprobación de LA ENTIDAD, de las valorizaciones mensuales según presupuesto contratado y los presupuestos adicionales y deductivos...”
1;Pago;“Una vez que la liquidación haya quedado consentida o aprobada, según corresponda, se realiza el pago final, la devolución de la garantía de fi el cumplimiento y se cierra el expediente de contratación respectivo.”
1;Pago;“LA SUPERVISIÓN, presentará evidencia de la contratación y el mantenimiento de estos seguros y el respectivo pago de las primas, a la Entidad, para su respectivo trámite de valorizaciones.”
1;Pago;“CLÁUSULA TRIGÉSIMA QUINTA: INTERVENCIÓN ECONÓMICA DE LA OBRA... LA ENTIDAD puede, de oficio o a solicitud de parte, intervenir económicamente la Obra en caso fortuito, fuerza mayor o por incumplimiento de las estipulaciones contractuales...”
1;Pago;“En caso la oferta económica del postor que obtiene el mejor puntaje total supera la cuantía de la contratación, la DEC gestiona la solicitud de la ampliación de la certificación o previsión presupuestal correspondiente.”
1;Pago;“...previo pago por tal concepto previsto en el Texto Único de Procedimientos Administrativos (TUPA) de la respectiva entidad contratante.”
1;Pago;“En los procesos convocados que utilicen la modalidad de pago de precios unitarios, el precio unitario se determina al momento del perfeccionamiento del contrato...”
1;Pago;“Para que un consorcio solicite la retención del 10% del monto del contrato original en calidad de garantía de fiel cumplimiento... todos los integrantes del consorcio deben acreditar... la condición de micro o pequeña empresa...”
1;Pago;“2.6 FORMA DE PAGO. El pago se realiza de conformidad con lo establecido en el artículo 67 de la Ley... La entidad contratante paga... dentro de los diez días hábiles siguientes de otorgada la conformidad...”
1;Pago;“La entidad contratante realiza el pago de la contraprestación pactada a favor del contratista en PAGOS PARCIALES.”
1;Pago;“Advertencia: En caso se verifique que el proveedor tiene multas impagas... la entidad contratante retiene de forma prorrateada hasta el 10% del monto del contrato, para el pago o amortización de multas.”
1;Pago;“CLÁUSULA [,,,,,,,,,,,,: COMPROMISO DE PAGO DE MULTA. Durante la ejecución del contrato la ENTIDAD CONTRATANTE retiene al CONTRATISTA de forma prorrateada desde el primer o único pago...”
1;Pago;“CLÁUSULA [.......] : AUTORIZACIÓN DE DESCUENTO DE PENSIÓN ALIMENTARIA. EL CONTRATISTA autoriza que se le descuente del pago de su contraprestación el monto de la pensión mensual fijada...”
1;Pago;“CLÁUSULA SÉTIMA: GARANTÍAS... Garantía de fiel cumplimiento del contrato: Por la suma de [CONSIGNAR EL MONTO]...”
1;Pago;“CLÁUSULA OCTAVA: EJECUCIÓN DE GARANTÍAS POR FALTA DE RENOVACIÓN. LA ENTIDAD CONTRATANTE puede solicitar la ejecución de las garantías...”
1;Pago;“El pago se realiza después de ejecutada la respectiva prestación, pudiendo contemplarse pagos a cuenta, según la forma establecida en la sección específica de las bases o en el contrato.”
1;Pago;“La Entidad paga las contraprestaciones pactadas a favor del contratista dentro de los diez (10) días calendario siguientes de otorgada la conformidad de los servicios...”
1;Pago;“Advertencia: En caso de retraso en los pagos a cuenta o pago final por parte de la Entidad... esta reconoce al contratista los intereses legales correspondientes, de conformidad con el artículo 39 de la Ley y 171 del Reglamento.”
1;Pago;“La Entidad realizará el pago de la contraprestación pactada a favor del contratista en periódicos...”
1;Pago;“LA ENTIDAD se obliga a pagar la contraprestación a EL CONTRATISTA en [INDICAR MONEDA], en [INDICAR SI SE TRATA DE PAGO ÚNICO, PAGOS PARCIALES O PAGOS PERIÓDICOS O SEGÚN TARIFA...], luego de la recepción formal y completa de la documentación correspondiente...”
1;Pago;“LA ENTIDAD debe efectuar el pago dentro de los diez (10) días calendario siguientes de otorgada la conformidad de los servicios...”
1;Pago;“En caso de retraso en el pago por parte de LA ENTIDAD... EL CONTRATISTA tendrá derecho al pago de intereses legales conforme a lo establecido en el artículo 39 de la Ley de Contrataciones del Estado...”
1;Pago;“LA ENTIDAD otorgará [CONSIGNAR NÚMERO DE ADELANTOS...] adelantos directos por el [PORCENTAJE] del monto del contrato original.”
1;Pago;“LA ENTIDAD debe entregar el monto solicitado dentro de [CONSIGNAR EL PLAZO] siguientes a la presentación de la solicitud del contratista.”
1;Pago;“Para que un consorcio solicite la retención del 10% del monto del contrato original en calidad de garantía de fiel cumplimiento... todos los integrantes del consorcio deben acreditar en su oferta la condición de micro o pequeña empresa...” (3.3.2)
1;Pago;“La entidad contratante paga las contraprestaciones pactadas a favor del contratista dentro de los diez días hábiles siguientes de otorgada la conformidad por parte del área usuaria y es prorrogable, previa justificación de la demora, por cinco días hábiles. En el caso de valorizaciones, se realiza conforme lo señalado en el Reglamento.” (2.5)
1;Pago;“LA ENTIDAD CONTRATANTE se obliga a pagar la contraprestación a EL CONTRATISTA en SOLES, en los periodos y condiciones establecidos en el capítulo III Requerimiento.” (Cláusula Quinta)
1;Pago;“LA ENTIDAD CONTRATANTE otorga un adelanto directo para el componente de obra por el 10% respecto del monto de la obra del contrato original.” (Cláusula Décima)
1;Pago;“LA ENTIDAD CONTRATANTE otorga un adelanto para materiales e insumos, equipamiento y mobiliario...” (Cláusula Décimoprimera)
1;Pago;“El pago se realiza después de ejecutada la respectiva prestación, pudiendo contemplarse pagos a cuenta, según la forma establecida en la sección específica de las bases o en el contrato.”
1;Pago;“La Entidad paga las contraprestaciones pactadas (...) dentro de los diez (10) días calendario siguientes de otorgada la conformidad (...) bajo responsabilidad del funcionario competente.”
1;Pago;“La conformidad se emite en un plazo máximo de quince (15) días, bajo responsabilidad del funcionario que debe emitir la conformidad.”
1;Pago;“En caso de retraso en los pagos (...) la Entidad reconoce al contratista los intereses legales correspondientes, de conformidad con el artículo 39 de la Ley y 171 del Reglamento...”
1;Pago;“La Entidad realizará el pago de la contraprestación pactada a favor del contratista, en Valorizaciones Mensuales.”
1;Pago;“Para efectos del pago de las contraprestaciones ejecutadas por el contratista, la Entidad debe contar con la siguiente documentación: • Valorización mensual (...) • Recepción y conformidad del Coordinador de ORSIT. • Informe del funcionario responsable (...) • Factura. • Copia de contrato.”
1;Pago;“Dicha documentación se debe presentar en Mesa de Partes de la entidad del Gobierno Regional de Arequipa, sito en Av. Unión N°200 Urb. César Vallejo (...)”
1;Pago;“La entidad contratante paga las contraprestaciones pactadas a favor del contratista dentro de los diez días hábiles siguientes de otorgada la conformidad por parte del área usuaria y es prorrogable, previa justificación de la demora, por cinco días hábiles.”
1;Pago;“En el caso que se haya suscrito contrato con un consorcio, el pago se realiza, a quien corresponda, de acuerdo con lo que se indique en el contrato de consorcio.”
1;Pago;“Para la evaluación del expediente técnico se consignará de la siguiente manera: 100 % con el pronunciamiento definitivo (sin observaciones por parte de la Entidad) y/o la aprobación del expediente técnico de saldo de obra mediante acto resolutivo.”
1;Pago;“En caso de haber observaciones (...) estas deberán ser subsanadas en su totalidad, en un plazo no mayor de siete (7) días calendarios.”
1;Pago;“CLÁUSULA SÉTIMA: GARANTÍAS... Garantía de fiel cumplimiento del contrato... equivalente al diez por ciento (10%) del monto del contrato original.”
1;Pago;“El precio de la oferta en SOLES. Adjuntar obligatoriamente el Anexo Nº 6. El precio total de la oferta y los subtotales que lo componen son expresados con dos (2) decimales.”
1;Pago;“La Entidad realizará el pago de la contraprestación pactada a favor del contratista en [PAGOS PARCIALES...].”
1;Pago;“LA ENTIDAD se obliga a pagar la contraprestación a EL CONTRATISTA en [INDICAR MONEDA]... dentro de los diez (10) días calendario siguientes de otorgada la conformidad de los servicios...”
1;Pago;“En caso de retraso en el pago por parte de LA ENTIDAD... EL CONTRATISTA tendrá derecho al pago de intereses legales conforme a lo establecido en el artículo 39 de la Ley de Contrataciones del Estado...”
1;Pago;“LA ENTIDAD otorgará [CONSIGNAR NÚMERO DE ADELANTOS] adelantos directos por el [CONSIGNAR PORCENTAJE]... EL CONTRATISTA debe solicitar los adelantos dentro de [CONSIGNAR EL PLAZO]...”
1;Pago;“El precio de la oferta en SOLES. Adjuntar obligatoriamente el Anexo Nº 6. El precio total de la oferta y los subtotales que lo componen son expresados con dos (2) decimales.”
1;Pago;“La Entidad realizará el pago de la contraprestación pactada a favor del contratista en [PAGOS PARCIALES...].”
1;Pago;“LA ENTIDAD se obliga a pagar la contraprestación a EL CONTRATISTA en [INDICAR MONEDA]... dentro de los diez (10) días calendario siguientes de otorgada la conformidad de los servicios...”
1;Pago;“En caso de retraso en el pago por parte de LA ENTIDAD... EL CONTRATISTA tendrá derecho al pago de intereses legales conforme a lo establecido en el artículo 39 de la Ley de Contrataciones del Estado...”
1;Pago;“LA ENTIDAD otorgará [CONSIGNAR NÚMERO DE ADELANTOS] adelantos directos por el [CONSIGNAR PORCENTAJE]... EL CONTRATISTA debe solicitar los adelantos dentro de [CONSIGNAR EL PLAZO]...”
1;Pago;“Para que un consorcio solicite la retención del 10% del monto del contrato original en calidad de garantía de fiel cumplimiento...” (3.3.2)
1;Pago;“El pago se realiza de conformidad con lo establecido en el artículo 67 de la Ley. La entidad contratante paga las contraprestaciones pactadas a favor del contratista dentro de los diez días hábiles siguientes de otorgada la conformidad por parte del área usuaria y es prorrogable, previa justificación de la demora, por cinco días hábiles.” (2.5)
1;Pago;“En caso se verifique que el proveedor tiene multas impagas... la entidad contratante retiene de forma prorrateada hasta el 10% del monto del contrato, para el pago o amortización de multas.” (2.5)
1;Pago;“LA ENTIDAD CONTRATANTE se obliga a pagar la contraprestación a EL CONTRATISTA en [INDICAR MONEDA], en [INDICAR EL DETALLE DEL PAGO ÚNICO O PAGOS A CUENTA...] luego de la recepción formal y completa de la documentación correspondiente...”
1;Pago;“En caso de retraso en el pago por parte de LA ENTIDAD CONTRATANTE... EL CONTRATISTA tiene derecho al pago de intereses legales conforme a lo establecido en el artículo 67 de la Ley N° 32069...”
1;Pago;“La Entidad puede entregar adelantos directos al contratista, los que en ningún caso exceden (...) del treinta por ciento (30%) del monto del contrato original...”
1;Pago;“El pago se realiza después de ejecutada la respectiva prestación, pudiendo contemplarse pagos a cuenta...”
1;Pago;“La Entidad paga (...) dentro de los diez (10) días calendario siguientes de otorgada la conformidad...”
1;Pago;“La conformidad se emite en un plazo máximo de quince (15) días, bajo responsabilidad del funcionario...”
1;Pago;“En los contratos de consultoría en general (...) las micro y pequeñas empresas (...) pueden otorgar como garantía (...) porcentaje que es retenido por la Entidad durante la primera mitad del número total de pagos a realizarse...”
1;Pago;“El contratista debe presentar una garantía emitida por idéntico monto conforme a lo estipulado en el artículo 153 del Reglamento.”
1;Pago;“La Entidad puede entregar adelantos directos al contratista, los que en ningún caso exceden en conjunto del treinta por ciento (30%) del monto del contrato original...”
1;Pago;“El pago se realiza después de ejecutada la respectiva prestación, pudiendo contemplarse pagos a cuenta...”
1;Pago;“La Entidad paga (...) dentro de los diez (10) días calendario siguientes de otorgada la conformidad de los servicios...”
1;Pago;“En caso de retraso en los pagos a cuenta o pago final por parte de la Entidad (...) esta reconoce al contratista los intereses legales correspondientes...”
1;Pago;“Código de cuenta interbancaria (CCI) o, en el caso de proveedores no domiciliados, el número de su cuenta bancaria y la entidad bancaria en el exterior.”
1;Pago;“Código de cuenta interbancaria (CCI) o, en el caso de proveedores no domiciliados, el número de su cuenta bancaria y la entidad bancaria en el exterior.”
2;Cambios;"""Cualquier variación en las especificaciones técnicas deberá contar con la aprobación expresa y por escrito de la Entidad antes de su ejecución."""
2;Cambios;“Las Entidades deben cautelar... que la versión impresa y digital del expediente técnico correspondan a la versión original del expediente técnico aprobado.” (Posibles disputas por cambios no autorizados en expediente)
2;Cambios;“Este calendario [de adquisición de materiales] se actualiza con cada ampliación de plazo otorgada, en concordancia con el calendario de avance de obra valorizado vigente.”
2;Cambios;“No se aceptarán cambios de proveedores que fueron previamente aprobados por la supervisión por causas injustificadas...”
2;Cambios;“Los calendarios y la programación de obra... podrán ser materia de modificación en los casos previstos en el Reglamento...”
2;Cambios;“Los precios de EL CONTRATISTA estarán sujetos a reajuste de precios mediante Fórmulas de Reajuste, de conformidad con... el Decreto Supremo Nº 011-79-VC...”
2;Cambios;“Las Valorizaciones Mensuales... incluirán por separado... Prestaciones Adicionales... los mismos que deberán previamente haber sido aprobados por LA ENTIDAD.”
2;Cambios;“Las prestaciones adicionales... pueden ser hasta por el quince por ciento (15%) del monto del contrato original... siempre que ambas respondan a la finalidad del contrato original.”
2;Cambios;“Toda modificación... deberá ser aprobada mediante la correspondiente Resolución, luego de lo cual se deberá suscribir la cláusula adicional respectiva.”
2;Cambios;“Cuando las ampliaciones se sustenten en causales que no correspondan a un mismo periodo... cada solicitud... debe tramitarse y resolverse independientemente.”
2;Cambios;“A través del recurso de apelación se pueden impugnar los actos dictados durante el desarrollo del procedimiento de selección... incluyendo aquellos que declaren la nulidad de oficio, la cancelación del procedimiento de selección...”
2;Cambios;“En caso... se detecte omisiones o errores en el expediente técnico que impacten en el Programa de Ejecución, las partes pueden acordar la suspensión del plazo de ejecución de la obra hasta que la entidad contratante efectúe las adecuaciones correspondientes.”
2;Cambios;“El contratista presenta el programa de ejecución y calendarios contractuales actualizados... Por la aprobación modificaciones contractuales, cuando corresponda.”
2;Cambios;“Canalizar toda consulta que por su naturaleza requiera la opinión del proyectista que pudiese modificar el expediente técnico contractual...”
2;Cambios;“Las partes acuerdan la intensificación del programa de ejecución, lo cual contempla la disminución de plazo y la variación en el monto contractual, cuando corresponda, así como la modificación de los contratos accesorios.”
2;Cambios;“...puede disponer la ejecución de prestaciones adicionales en las obras bajo el sistema de entrega de solo construcción siempre que resulte indispensable debido a: i) deficiencias en el expediente técnico o ii) por causas no previsibles...”
2;Cambios;“Acordar con EL CONTRATISTA los ajustes técnicos del proyecto durante la ejecución de obra...”
2;Cambios;“Revisar y Preparar los expedientes necesarios para los casos de adicionales y deductivos de obra, preparar los Expedientes Administrativos que signifiquen presupuestos adicionales y/o deductivos de obra...”
2;Cambios;“REPARTICIÓN DE LOS AHORROS GENERADOS POR PROPUESTAS DE CAMBIO DE INGENIERÍA DE VALOR... los ahorros generados se reparten entre las partes según los siguientes porcentajes: % repartido para la entidad contratante [50 % ] % repartido para el contratista [50 % ]”
2;Cambios;“De no contar con la ampliación de la certificación o previsión presupuestal, los evaluadores negocian con el postor... la reducción del monto o la reducción de las prestaciones o condiciones del requerimiento...”
2;Cambios;“En caso el postor con el mejor puntaje total reduzca su oferta económica pero la reducción no se encuentre dentro de la cuantía de la contratación, se solicita la ampliación... Caso contrario, se puede optar por negociar con los siguientes postores... o declarar desierto el procedimiento de selección.”
2;Cambios;“La información contenida en los literales a), e) y f)... no puede ser modificada, con ocasión de la suscripción del contrato de consorcio, ni durante la etapa de ejecución contractual. En tal sentido, no cabe variación alguna en la conformación del consorcio...”
2;Cambios;“La información contenida en los literales a), e) y f) precedentes no puede ser modificada... ni durante la etapa de ejecución contractual. En tal sentido, no cabe variación alguna en la conformación del consorcio...” (2.3.4)
2;Cambios;“La presente contratación... se realiza bajo el supuesto PARA CONTINUAR CON LA EJECUCIÓN DE LAS PRESTACIONES AÚN NO EJECUTADAS DE UN CONTRATO RESUELTO O DECLARADO NULO, CONFORME AL ARTÍCULO 55 DE LA LEY.” (1.3)
2;Cambios;“El presente contrato está conformado por... incluyendo las modificaciones contractuales y adendas aprobadas por la entidad contratante, de ser el caso.” (Cláusula Séptima)
2;Cambios;(No aparecen disposiciones específicas de modificaciones o adicionales en el texto)
2;Cambios;(No se menciona expresamente modificaciones, adicionales o cambios en obra)
2;Cambios;“La información contenida en los literales a), e) y f) precedentes no puede ser modificada, con ocasión de la suscripción del contrato de consorcio, ni durante la etapa de ejecución contractual. En tal sentido, no cabe variación alguna en la conformación del consorcio, por lo que no es posible que se incorpore, sustituya o separe a un integrante.”
2;Cambios;“De no cumplir con lo requerido, la oferta se considera no admitida. La dependencia encargada de las contrataciones no puede incorporar documentos adicionales para la presentación de la oferta a los establecidos en este acápite.”
2;Cambios;"“En caso de haberse cumplido los plazos y vencidos estos; se procederá a la reducción de las metas en cumplimiento a lo establecido a RLCE.”"
2;Cambios;“Dependiendo del objeto del contrato, de resultar indispensable, puede incluirse cláusulas adicionales o la adecuación de las propuestas en el presente documento, las que en ningún caso pueden contemplar disposiciones contrarias a la normativa vigente...”
2;Cambios;“Dependiendo del objeto del contrato, de resultar indispensable, puede incluirse cláusulas adicionales o la adecuación de las propuestas en el presente documento, las que en ningún caso pueden contemplar disposiciones contrarias a la normativa vigente...”
2;Cambios;“Excepcionalmente, la entidad contratante con el debido sustento puede proceder a la firma del contrato mediante medios manuales.” (2.4)
2;Cambios;“Durante la ejecución contractual, las partes pueden acordar la prórroga de este plazo máximo específico para cada caso específico.”
2;Cambios;“En caso se haya previsto en la sección específica de las bases la entrega de adelantos...” (Condicionado a lo pactado en bases/contrato, puede generar controversia si se cambia)
2;Cambios;“Autorización de notificación de la decisión de la Entidad sobre la solicitud de ampliación de plazo mediante medios electrónicos de comunicación (Anexo N°14).”
2;Cambios;“Autorización de notificación de la decisión de la Entidad sobre la solicitud de ampliación de plazo mediante medios electrónicos de comunicación (Anexo N°14).”
3;Penalidades;"""La penalidad por mora será equivalente al 0.10% del monto contractual vigente por cada día de atraso, sin exceder el 10% del monto total."""
3;Penalidades;“...aplicar la penalidad por mora desde el vencimiento del plazo para subsanar.”
3;Penalidades;“Si el contratista incurre en retraso injustificado... LA ENTIDAD le aplica automáticamente una penalidad por mora por cada día de atraso...”
3;Penalidades;“En caso de retraso injustificado del contratista... la Entidad le aplica automáticamente una penalidad por mora por cada día de atraso...”
3;Penalidades;“La Entidad puede establecer penalidades distintas... Estos dos tipos de penalidades... pueden alcanzar cada una un monto máximo equivalente al diez por ciento (10%) del monto del contrato vigente...”
3;Penalidades;“Corresponde a la Entidad verificar que las garantías... cumplan con los requisitos y condiciones necesarios para su aceptación y eventual ejecución...” (La ejecución de garantías suele implicar penalidades)
3;Penalidades;“En caso contrario, se le aplican las penalidades correspondientes.” (recepción parcial)
3;Penalidades;“La Entidad le aplica automáticamente una penalidad por mora por cada día de atraso...”
3;Penalidades;“Deducciones en favor de LA ENTIDAD por incumplimiento de plazo y otros conceptos, si los hubiera.”
3;Penalidades;“En caso de retraso injustificado... cuando el monto de la valorización acumulada ejecutada resulte menor al 80%... el Supervisor ordenará... un nuevo calendario... La falta de presentación... puede ser causal... de intervención económica o resolución del contrato.”
3;Penalidades;“Si EL CONTRATISTA incurre en retraso injustificado... LA ENTIDAD le aplica automáticamente una penalidad por mora por cada día de atraso...”
3;Penalidades;“La calificación del retraso como justificado... no da lugar al pago de gastos generales ni costos directos de ningún tipo...”
3;Penalidades;“No se considerará como causa de fuerza mayor el mal tiempo que sea común en el área... salvo... cuando las precipitaciones... superen el 50% del promedio de los últimos diez años...”
3;Penalidades;“...el Supervisor podrá proceder a hacer subsanar las deficiencias... con cargo y a cuenta de EL CONTRATISTA... haciendo pasible a EL CONTRATISTA del pago de las penalidades por demora...”
3;Penalidades;“Todo retraso... se considera como demora, para lo cual se aplica la penalidad por mora...”
3;Penalidades;“Haya llegado a acumular el monto máximo de la penalidad por mora o el monto máximo para otras penalidades...”
3;Penalidades;“Para que un consorcio solicite la retención del 10% del monto del contrato original en calidad de garantía de fiel cumplimiento...”
3;Penalidades;“La falta de presentación de este programa de ejecución... puede ser causal para que opere la intervención económica de la obra o la resolución del contrato.”
3;Penalidades;“Las planillas de metrados de los avances que se valorizan, no deben considerar trabajos deficientemente ejecutados o producto de un deficiente proceso constructivo.”
3;Penalidades;“...cuando el supervisor verifique que la valorización acumulada ejecutada sea menor al 80%... ordena la presentación de un nuevo programa de ejecución...”
3;Penalidades;"“Determinar el monto de las penalidades que deberán aplicársele a EL CONTRATISTA en caso que éste incurra en demoras en las fechas de terminación prevista de las obras;”"
3;Penalidades;“Subsanadas las observaciones dentro del plazo otorgado, no corresponde la aplicación de penalidades.”
3;Penalidades;“En caso otorgue periodos adicionales corresponde aplicar la penalidad por mora desde el vencimiento del plazo inicial para subsanar...”
3;Penalidades;“...corresponde aplicar la penalidad por mora desde el vencimiento del plazo para subsanar...”
3;Penalidades;“Las penalidades se deducen de los pagos a cuenta, pagos parciales o del pago final...”
3;Penalidades;“En caso de retraso injustificado del contratista en la ejecución de las prestaciones objeto del contrato, la Entidad le aplica automáticamente una penalidad por mora por cada día de atraso...”
3;Penalidades;“La Entidad puede establecer penalidades distintas... Estos dos tipos de penalidades se calculan en forma independiente y pueden alcanzar cada una un monto máximo equivalente al diez por ciento (10%) del monto del contrato vigente...”
3;Penalidades;“En este supuesto corresponde aplicar la penalidad por mora desde el vencimiento del plazo para subsanar.”
3;Penalidades;“...debiendo considerarse como no ejecutada la prestación, aplicándose la penalidad que corresponda por cada día de atraso.”
3;Penalidades;“LA ENTIDAD le aplica automáticamente una penalidad por mora por cada día de atraso, de acuerdo a la siguiente fórmula.”
3;Penalidades;“Estas penalidades se deducen de los pagos a cuenta o del pago final... o si fuera necesario, se cobra del monto resultante de la ejecución de la garantía de fiel cumplimiento.”
3;Penalidades;“Estos dos (2) tipos de penalidades pueden alcanzar cada una un monto máximo equivalente al diez por ciento (10%) del monto del contrato vigente...”
3;Penalidades;“Los integrantes de un consorcio se encuentran obligados solidariamente a responder frente a la entidad contratante por los efectos patrimoniales que ésta sufra como consecuencia de la actuación de dichos integrantes...” (2.3.10)
3;Penalidades;“Garantía de fiel cumplimiento del contrato, autorización de retención (Anexo N° 7) o declaración jurada comprometiéndose a presentar la garantía mediante fideicomiso...” (2.3.a)
3;Penalidades;“Si EL CONTRATISTA incurre en retraso injustificado... LA ENTIDAD CONTRATANTE le aplica automáticamente una penalidad por mora por cada día de atraso...” (Cláusula Décimoquinta)
3;Penalidades;“La penalidad por mora y las otras penalidades pueden alcanzar, en conjunto, un monto máximo equivalente al 10% del monto del contrato vigente... Cuando se llegue... LA ENTIDAD CONTRATANTE puede resolver el contrato...” (Cláusula Décimoquinta)
3;Penalidades;“En caso de retraso injustificado del contratista en la ejecución (...) la Entidad le aplica automáticamente una penalidad por mora por cada día de atraso, de conformidad con el artículo 162 del Reglamento.”
3;Penalidades;“La Entidad puede establecer penalidades distintas (...) según lo previsto en el artículo 163 del Reglamento (...) Estos dos tipos de penalidades se calculan en forma independiente y pueden alcanzar (...) el diez por ciento (10%) del monto del contrato vigente...”
3;Penalidades;(No se mencionan penalidades específicas en este extracto)
3;Penalidades;“Garantía de fiel cumplimiento del contrato, autorización de retención (Anexo N° 7) o declaración jurada comprometiéndose a presentar la garantía mediante fideicomiso (Anexo N° 8), de ser el caso.”
3;Penalidades;“Garantía de fiel cumplimiento por prestaciones accesorias, o autorización de retención (Anexo N° 7), de ser el caso.”
3;Penalidades;“Solicitud para la constitución del fideicomiso como garantía por adelanto directo...”
